grammar_name_en,grammar_name_jp,meaning,how_to_use_html,example_1,example_2,source
ni hanshite,に反して（にはんして）,Learn Japanese grammar: 【にはんして】(ni hanshite) / 【にはんする】(ni hansuru). Meaning: against; contrary to; in contrast to ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>に反して<br/>に反する</td></tr></tbody></table>",Example #1彼の話は事実に反する。hintromajiEnglishかれのはなしはじじつにはんする。kare no hanashi wa jijitsu ni hansuru.What he has said is contrary to the facts.,"Example #2予想に反して彼は成功した。hintromajiEnglishよそうにはんしてかれはせいこうした。yosou ni hanshite kare wa seikou shita.Contrary to my expectation, he succeeded.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%8f%8d%e3%81%97%e3%81%a6-ni-hanshite-meaning/
ni kakete,にかけて,Learn Japanese grammar: (ni kakete). Meaning: over (a period); through; concerning; regarding ~. This grammar is used when the speaker is either praising someone else...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>にかけて（は）<br/>にかけて（も）</td></tr></tbody></table>","Example #1テニスにかけては、彼に勝てる人はいない。hintromajiEnglishテニスにかけては、かれにかてるひとはいない。tenisu ni kakete wa, kare ni kateru hito wa inai.There is no one who can beat him in tennis.","Example #2マンガにかけては、私より詳しい人はいません。hintromajiEnglishマンガにかけては、わたしよりくわしいひとはいません。manga ni kakete wa, watashi yori kuwashii hito wa imasen.Regarding manga, there is nobody who knows as much as I do.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%81%91%e3%81%a6-ni-kakete-meaning/
ni kan suru / ni kan shite,に関する / に関して（にかんする / にかんして）,Learn Japanese grammar: 【にかんする】(ni kan suru) & 【にかんして】 (ni kan shite). Meaning: about; regarding; related to ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>に関して(は）<br/>に関する</td></tr></tbody></table>",Example #1それに関しては彼は初心者だ。hintromajiEnglishそれにかんしてはかれはしょしんしゃだ。sore ni kanshite wa kare wa shoshinsha da.He is a beginner in regards to that.,Example #2配送に関して希望はありますか？hintromajiEnglishはいそうにかんしてきぼうはありますか？haisou ni kanshite kibou wa arimasu ka?Do you have any requests regarding delivery?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b-%e3%81%ab%e9%96%a2%e3%81%97%e3%81%a6-ni-kan-suru-ni-kan-shite-meaning/
ni kawatte / ni kawari,にかわって / にかわり,"Meaning: instead of; on behalf of. Learn Japanese Grammar 日本語文法 - JLPT N3 - にかわって (ni kawatte). Study guide, example sentences, and vocabulary list.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun (person)</td><td>にかわって<br/>にかわり</td></tr></tbody></table>","Example #1弟は、母にかわってご飯を作った。hintromajiEnglishおとうとは、ははにかわってごはんをつくった。otouto wa, haha ni kawatte gohan o tsukutta.My little brother made dinner instead of my mom.","Example #2部長にかわり、私は会議に参加しました。hintromajiEnglishぶちょうにかわり、わたしはかいぎにさんかしました。buchou ni kawari, watashi wa kaigi ni sanka shimashita.I participated in the meeting instead of my manager.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%82%8f%e3%81%a3%e3%81%a6-ni-kawatte-%e3%81%ab%e3%81%8b%e3%82%8f%e3%82%8a-ni-kawari-meaning/
ni kurabete,に比べて（にくらべて）,"Learn Japanese grammar: 【にくらべて】(ni kurabete). Meaning: compared to; in comparison to ~. This can be conjugated into various formats, including: に比べると (ni kureberu to). に比べれば...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>に比べて<br/>に比べると<br/>に比べれば<br/>に比べ</td></tr></tbody></table>","Example #1昨日に比べて、今日は少し寒いね。hintromajiEnglishきのうにくらべて、きょうはすこしさむいね。kinou ni kurabete, kyou wa sukoshi samui ne.It's a bit cold today compared to yesterday.","Example #2ロンドンはパリに比べると大きい。hintromajiEnglishロンドンはパリにくらべるとおおきい。rondon wa pari ni kuraberu to ookii.London is large, compared with Paris.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e6%af%94%e3%81%b9%e3%81%a6-ni-kurabete-meaning/
ni nareru,に慣れる（になれる）,Learn Japanese grammar: 【になれる】(ni nareru). Meaning: to be used to something.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>に慣れる<br/>になれる</td></tr></tbody></table>",Example #1私は日本の生活に慣れるまでが大変だった。hintromajiEnglishわたしはにほんのせいかつになれるまでがたいへんだった。watashi wa nihon no seikatsu ni nareru made ga taihen datta.It was tough before I got used to life in Japan.,Example #2私は早起きするのに慣れていない。hintromajiEnglishわたしははやおきするのになれていない。watashi wa hayaoki suru no ni nareteinai.I am not used to getting up early.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e6%85%a3%e3%82%8c%e3%82%8b-%e3%81%ab%e3%81%aa%e3%82%8c%e3%82%8b-ni-nareru-meaning/
ni oite / ni okeru,において / における,Learn Japanese grammar: (ni oite) / (ni okeru). Meaning: in; at (place); regarding; as for; in relation to ~. This can be used similarly to...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>において<br/>における + Noun</td></tr></tbody></table>",Example #1私は全てにおいて頑張ります。hintromajiEnglishわたしはすべてにおいてがんばります。watashi wa subete ni oite ganbarimasu.I do my best with everything.,"Example #2当時においては、海外旅行など夢のようなことだった。hintromajiEnglishとうじにおいては、かいがいりょこうなどゆめのようなことだった。touji ni oite wa, kaigai ryokou nado yume no youna koto datta.Back then, traveling abroad was like a dream.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8a%e3%81%84%e3%81%a6-ni-oite-%e3%81%ab%e3%81%8a%e3%81%91%e3%82%8b-ni-okeru-meaning/
ni shitagatte,にしたがって,Learn Japanese grammar: 【にしたがって】(ni shitagatte). Meaning: as; therefore; in accordance with; according to; consequently ~. Both the kanji and hiragana forms are used (に従って).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">に従って<br/>にしたがって<br/>に従い<br/>にしたがい</td></tr><tr><td>Noun</td></tr></tbody></table>","Example #1暗くなるにしたがって、だんだん寒くなってきました。hintromajiEnglishくらくなるにしたがって、だんだんさむくなってきました。kuraku naru ni shitagatte, dandan samuku natte kimashita.It began to get colder as it got darker.","Example #2年をとるにしたがって、病気になりやすくなります。hintromajiEnglishとしをとるにしたがって、びょうきになりやすくなります。toshi o toru ni shitagatte, byouki ni nari yasuku narimasu.As one gets older, it becomes easier to get sick.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%9f%e3%81%8c%e3%81%a3%e3%81%a6-ni-shitagatte-meaning/
ni shite mo,にしても,Learn Japanese grammar: (ni shite mo). Meaning: even if; even though; regardless of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">にしても</td></tr><tr><td>Noun + (である)</td></tr><tr><td>な-adjective + (である)</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1どちらにしても賛成できない。hintromajiEnglishどちらにしてもさんせいできない。dochira ni shite mo sansei dekinai.In either case I cannot agree.,"Example #2いずれにしても同じ結果になる。hintromajiEnglishいずれにしてもおなじけっかになる。izure ni shite mo onaji kekka ni naru.Either way, both lead to the same result.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%a6%e3%82%82-ni-shite-mo-meaning/
ni shite wa,にしては,Learn Japanese grammar: (ni shite wa). Meaning: for; considering it’s (something or someone).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""2"">にしては</td></tr><tr><td>Noun</td></tr></tbody></table>","Example #1今４月にしては、ちょっと暑いですね。hintromajiEnglishいま４がつにしては、ちょっとあついですね。ima 4 gatsu ni shite wa, chotto atsui desu ne.It's a bit hot for April.","Example #2初めてケーキを作ったにしては、上手にできましたね。hintromajiEnglishはじめてケーキをつくったにしては、じょうずにできましたね。hajimete keeki o tsukutta ni shite wa, jouzu ni dekimashita ne.You did a good job with the cake considering it was your first time.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%a6%e3%81%af-ni-shite-wa-meaning/
ni taishite,に対して（にたいして）,Learn Japanese grammar: 【にたいして】(ni taishite). Meaning: towards; against; regarding; in contrast with ~​.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>に対して</td></tr></tbody></table>",Example #1彼は女性に対しては優しい。hintromajiEnglishかれはかのじょにたいしてはやさしい。kare wa kanojo ni taishite wa yasashii.He is kind towards her.,"Example #2お客さんに対して、そのような言葉遣いをしてはいけません。hintromajiEnglishおきゃくさんにたいしては、そのようなことばづかいをしてはいけません。okyakusan ni taishite wa, sono you na kotoba dzukai o shite wa ikemasen.You must not speak towards customers that way.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%af%be%e3%81%97%e3%81%a6-%e3%81%ab%e3%81%9f%e3%81%84%e3%81%97%e3%81%a6-ni-taishite-meaning/
ni totte,にとって,Meaning: demonstrates standpoint; to; for; concerning. Learn Japanese Grammar 日本語文法 - JLPT N3 - にとって (ni totte). Study example sentences & vocabulary list.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>にとって（は/も）</td></tr></tbody></table>","Example #1私にとって、漢字の勉強はとても楽しい。hintromajiEnglishわたしにとって、かんじのべんきょうはとてもたのしい。watashi ni totte, kanji no benkyou wa totemo tanoshii.For me, studying kanji is a lot of fun!","Example #2あなたにとって、一番大切な物は何ですか？hintromajiEnglishあなたにとって、いちばんたいせつなものはなんですか？anata ni totte, ichiban taisetsu na mono wa nan desu ka?What is the most important thing for you?",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a8%e3%81%a3%e3%81%a6-ni-totte-meaning/
ni tsuite,について,Learn Japanese grammar: (ni tsuite). Meaning: concerning; regarding; about; on ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>について</td></tr></tbody></table>",Example #1この問題についてどう思いますか。hintromajiEnglishこのもんだいについてどうおもいますか。kono mondai ni tsuite dou omoimasu ka.What do you think about this problem?,Example #2あなたの国についていろいろと教えてください。hintromajiEnglishあなたのくにについていろいろとおしえてください。anata no kuni ni tsuite iroiro to oshiete kudasai.Please tell me more about your country.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6-ni-tsuite-meaning/
ni tsurete,につれて,Learn Japanese grammar: (ni tsurete) & (ni tsure). Meaning: as; in proportion to; with; as… then ~. This can also be shortened to just につれ...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">につれて<br/>につれ</td></tr><tr><td>Noun</td></tr></tbody></table>","Example #1台風が近づくにつれて、どんどん風が強くなってきた。hintromajiEnglishたいふうがちかづくにつれて、どんどんかぜがつよくなってきた。taifuu ga chikazuku ni tsurete, dondon kaze ga tsuyoku natte kita.As the typhoon came closer, the wind gradually got stronger.","Example #2日本語が上手になるにつれて、日本での生活が楽しくなってきた。hintromajiEnglishにほんごがじょうずになるにつれて、にほんでのせいかつがたのしくなってきた。nihongo ga jouzu ni naru ni tsurete, nihon de no seikatsu ga tanoshiku natte kita.As I continued to improve my Japanese, life in Japan became more enjoyable.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a4%e3%82%8c%e3%81%a6-ni-tsurete-%e3%81%ab%e3%81%a4%e3%82%8c-ni-tsure-meaning/
ni wa,には,Learn Japanese grammar: (ni wa). Meaning: for the purpose of; in order to ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td>には</td></tr></tbody></table>","Example #1日本語が上手になるには、どうしたらいいですか。hintromajiEnglishにほんごがじょうずになるには、どうしたらいいですか。nihongo ga jouzu ni naru ni wa, dou shitara ii desu ka?What should I do to improve my Japanese?","Example #2図書館の本を借りるには、このカードが必要です。hintromajiEnglishとしょかんのほんをかりるには、このカードがひつようです。toshokan no hon o kariru ni wa, kono kaado ga hitsuyou desu.In order to borrow a book from the library, you need this card.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af-ni-wa-meaning/
ni yoru to/ni yoreba,によると /によれば,Learn Japanese grammar: (ni yoru to) / (ni yoreba). Meaning: according to ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>によると<br/>によれば</td></tr></tbody></table>","Example #1天気予報によると、明日は雨だそうです。hintromajiEnglishてんきよほうによると、あしたはあめだそうです。tenki yohou ni yoru to, ashita wa ame da sou desu.According to the weather report, tomorrow it looks like it will rain.","Example #2私の聞いたところによると、彼らは別れそうだ。hintromajiEnglishわたしのきいたところによると、かれらはわかれそうだ。watashi no kiita tokoro ni yoru to, karera wa wakare sou da.According to what I heard, they have broken up.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%88%e3%82%8b%e3%81%a8-%e3%81%ab%e3%82%88%e3%82%8c%e3%81%b0-ni-yoru-to-ni-yoreba-meaning/
ni yotte / ni yoru,によって / による,Learn Japanese grammar: (ni yotte) / (ni yoru) / (ni yori). Meaning: by means of; due to; owing to; because of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>によって<br/>により<br/>による</td></tr></tbody></table>",Example #1それは場合による。hintromajiEnglishそれはばあいによる。sore wa baai ni yoru.That depends on the situation.,Example #2人によって考え方が違う。hintromajiEnglishひとによってかんがえがたがちがう。hito ni yotte kangaegata ga chigau.Everyone has a different way of thinking.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%88%e3%81%a3%e3%81%a6-%e3%81%ab%e3%82%88%e3%82%8b-ni-yotte-ni-yoru-meaning/
no deshou ka,のでしょうか,Learn Japanese grammar: (no deshou ka). Meaning: ask a question in a polite way.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">のでしょうか<br/>んでしょうか</td></tr><tr><td>Noun + な</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1明日は晴れるのでしょうか。hintromajiEnglishあしたははれるのでしょうか。ashita wa hareru no deshou ka?I wonder if it will be clear tomorrow.,Example #2彼らはそれをどうするつもりなのでしょうか。hintromajiEnglishかれらはそれをどうするつもりなのでしょうか。karera wa sore o dousuru tsumori na no deshou ka?What do they plan on doing with that?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%a7%e3%81%97%e3%82%87%e3%81%86%e3%81%8b-no-deshou-ka-meaning/
o chuushin ni,を中心に（をちゅうしんに）,Learn Japanese grammar: 【をちゅうしんに】(o chuushin ni). Meaning: focused on; centered on~. This can be conjugated in various forms: を中心に (o chuushin ni) を中心として (o chuushin...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>を中心に<br/>を中心として<br/>を中心とした<br/>を中心とする</td></tr></tbody></table>","Example #1文法を中心に、日本語を勉強する。hintromajiEnglishぶんぽうをちゅうしんに、にほんごをべんきょうする。bunpou o chuushin ni, nihongo o benkyou suru.To study Japanese with a focus on grammar.","Example #2私の人生はすべて、家族を中心に回っている。hintromajiEnglishわたしのじんせいはすべて、かぞくをちゅうしんにまわっていた。watashi no jinsei wa subete, kazoku o chuushin ni mawatteiru.Everything in my life revolves around family.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e4%b8%ad%e5%bf%83%e3%81%ab-o-chuushin-ni-meaning/
o hajime,をはじめ,"Learn Japanese grammar: (o hajime) & (o hajime to suru). Meaning: for example; starting with ~. This is often written in hiragana form, but may...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>をはじめ<br/>をはじめとする</td></tr></tbody></table>","Example #1東京には東京タワーをはじめ多くの観光地がある。hintromajiEnglishとうきょうにはとうきょうタワーをはじめおおくのかんこうちがある。toukyou ni wa toukyou tawaa o hajime ooku no kankouchi ga aru.In Tokyo, there are many tourist attractions like Tokyo Tower and so on.","Example #2日本のアニメはドラゴンボールをはじめ、面白いものが多い。hintromajiEnglishにほんのアニメはドラゴンボールをはじめ、おもしろいものがおおい。nihon no anime wa doragon booru o hajime, omoshiroi mono ga ooi.There are many interesting Japanese anime, like Dragon Ball and so on.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%81%af%e3%81%98%e3%82%81%e3%81%a8%e3%81%99%e3%82%8b-o-hajime-to-suru-meaning/
o komete,を込めて（をこめて）,"Learn Japanese grammar: 【をこめて】(o komete). Meaning: filled with; full of~. This is often used with positive things like love, prayers, well wishes, etc.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>を込めて<br/>をこめて</td></tr></tbody></table>",Example #1彼女に愛を込めて手紙を書きました。hintromajiEnglishかのじょにあいをこめててがみをかきました。kanojo ni ai o komete tegami o kakimashita.I wrote her a letter full of my love.,"Example #2平和への願いを込めて、この歌を作りました。hintromajiEnglishへいわへのねがいをこめて、このうたをつくりました。heiwa e no negai o komete, kono uta o tsukuri mashita.I wrote this song filled with my wish for peace.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e8%be%bc%e3%82%81%e3%81%a6-%e3%82%92%e3%81%93%e3%82%81%e3%81%a6-o-komete-meaning/
o tsuujite / o tooshite,を通じて / を通して（をつうじて / をとおして）,"Learn Japanese grammar: 【をつうじて】(o tsuujite) / 【をとおして】(o tooshite). Meaning: through; via; throughout; by ~. Both are mostly interchangeable, but most Japanese people will more regularly...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>を通じて【をつうじて】<br/>を通して【をとおして】</td></tr></tbody></table>",Example #1そのことは新聞を通じて知った。hintromajiEnglishそのことはしんぶんをつうじてしった。sono koto wa shinbun o tsuujite shitta.I learned that from a newspaper.,"Example #2この駅前広場では年間を通じて様々なイベントが催される。hintromajiEnglishこのえきまえひろばではねんかんをつうじてさまざまなイベントがもよおされる。kono ekimae hiroba de wa nenkan o tsuujite samazamana ibento ga moyoosareru.At the public square in front of this station, throughout the year there are various events held.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e9%80%9a%e3%81%98%e3%81%a6-%e3%82%92%e9%80%9a%e3%81%97%e3%81%a6-o-tsuujite-o-tooshite-meaning/
okage de,おかげで,"Meaning: gratitude; good result for speaker. Learn Japanese Grammar 日本語文法 - JLPT N3 - おかげ (okage). Study guide, example sentences, and vocabulary list.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">おかげで</td></tr><tr><td>Noun + の</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1彼女のおかげで、私は毎日幸せだ。hintromajiEnglishかのじょのおかげで、わたしはまいにちしあわせだ。kanojo no okage de, watashi wa mainichi shiawase da.Thanks to her, I am happy everyday.",Example #2日本へ来たおかげで、日本語が上手になりました。hintromajiEnglishにほんへきたおかげでにほんごがじょうずになりました。nihon e kita okage de nihongo ga jouzu ni narimashita.I improved my Japanese because I came to Japan.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%8a%e3%81%8b%e3%81%92%e3%81%a7-okage-de-meaning/
ppanashi,っぱなし,"Meaning: leaving [x] on / still in use. Learn Japanese Grammar 日本語文法 - JLPT N3 - っぱなし (ppanashi). Study guide, example sentences, and vocabulary list.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td>っぱなし</td></tr></tbody></table>",Example #1このドアはいつも開けっぱなしだ。hintromajiEnglishこのドアはいつもあけっぱなしだ。kono doa wa itsumo ake ppanashi da.This door is always left open.,Example #2水を出しっぱなしにしないでください。hintromajiEnglishみずをだしっぱなしにしないでください。mizu o dashi ppanashi ni shinaide kudasai.Please do not leave the water running.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a3%e3%81%b1%e3%81%aa%e3%81%97-ppanashi-meaning/
ppoi,っぽい,Learn Japanese grammar: (ppoi). Meaning: seems like; somewhat; -ish; easily does; often does ~. Usage 1: Noun / い-adj + っぽい When following a noun...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td rowspan=""3"">っぽい</td></tr><tr><td>Noun</td></tr><tr><td>い-adjective <s>い</s></td></tr></tbody></table>",Example #1油っぽい食事は好きじゃない。hintromajiEnglishあぶらっぽいしょくじはすきじゃない。abura ppoi shokuji wa suki janai.I don't like oily foods.,Example #2私はあなたの子供っぽいところが好きです。hintromajiEnglishわたしはあなたのこどもっぽいところがすきです。watashi wa anata no kodomo ppoi tokoro ga suki desu.I like your childish side.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a3%e3%81%bd%e3%81%84-ppoi-meaning/
sae,さえ,"Learn Japanese grammar: (sae). Meaning: even; so much as; not even~. To emphasize more, use でさえ (de sae). To emphasize even more, use でさえも (de...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>（で）さえ（も）</td></tr></tbody></table>","Example #1そんなこと、子供でさえ知っている。hintromajiEnglishそんなこと、こどもでさえしっている。sonna koto, kodomo de sae shitteiru.Even children know that.","Example #2忙しすぎて、ご飯を食べる時間さえない。hintromajiEnglishいそがしすぎて、ごはんをたべるじかんさえない。isogashisugite, gohan o taberu jikan sae nai.I'm so busy I don't even have time to eat.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%95%e3%81%88-sae-%e3%81%a7%e3%81%95%e3%81%88%e3%82%82-meaning/
sae~ba,さえ～ば,"Learn Japanese grammar: (sae~ba). Meaning: if only; as long as ~. Review the lesson for if necessary. When used without conditional form, this because a...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td>さえすれば</td></tr><tr><td>Verb (て form)</td><td>さえいれば</td></tr><tr><td>Noun</td><td>さえ + Verb (ば form)</td></tr></tbody></table>",Example #1お金さえあれば幸せです。hintromajiEnglishおかねさえあればしあわせです。okane sae areba shiawase desu.I'm happy as long as I have money.,Example #2薬を飲みさえすれば治ります。hintromajiEnglishくすりをのみさえすればなおります。kusuri o nomi sae sureba naorimasu.You'll get better if you take your medicine.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%95%e3%81%88%ef%bd%9e%e3%81%b0-sae-ba-meaning/
sai ni,際に（さいに）,"Learn Japanese grammar: 【さいに】(sai ni). Meaning: when; at the time of; in the case of ~. This is a more formal version of , which...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""4"">際に（は）<br/>際は</td></tr><tr><td>Verb (た form)</td></tr><tr><td>Noun + の</td></tr><tr><td>この・その・あの</td></tr></tbody></table>",Example #1あなたが日本へ来る際には連絡ください。hintromajiEnglishあなたがにほんへくるさいにはれんらくください。anata ga nihon e kuru sai ni wa renraku kudasai.Please contact me if you come to Japan.,Example #2お帰りの際には忘れ物のないようご注意ください。hintromajiEnglishおかえりのさいにはわすれもののないようにごちゅういください。okaeri no sai niwa wasuremono no nai you gochuui kudasai.Please don’t leave anything behind when you go home.,https://jlptsensei.com/learn-japanese-grammar/%e9%9a%9b%e3%81%ab-sai-ni-meaning/
saichuu ni,最中に（さいちゅうに）,"Learn Japanese grammar: 【さいちゅうに】(saichuu ni). Meaning: while; during; in the middle of ~. This is used to express when something happens in the middle of,...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ている form)</td><td rowspan=""2"">最中に<br/>最中だ</td></tr><tr><td>Noun + の</td></tr></tbody></table>",Example #1食事の最中に大きな地震が起こった。hintromajiEnglishしょくじのさいちゅうにおおきなじしんがおこった。shokuji no saichuu ni ookina jishin ga okotta.During dinner there was a big earthquake.,Example #2私はテニスの最中に自分で怪我をしてしまった。hintromajiEnglishわたしはテニスのさいちゅうにじぶんでけがをしてしまった。watashi wa tenisu no saichuu ni jibun de kega o shite shimatta.I hurt myself while I was playing tennis.,https://jlptsensei.com/learn-japanese-grammar/%e7%9c%9f%e3%81%a3%e6%9c%80%e4%b8%ad%e3%81%ab-%e3%81%be%e3%81%a3%e3%81%95%e3%81%84%e3%81%a1%e3%82%85%e3%81%86%e3%81%ab-saichuu-ni-meaning/
sara ni,さらに,Learn Japanese grammar: 更に 【】(sara ni). Meaning: furthermore; again; more and more ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>さらに</td><td>phrase</td></tr></tbody></table>",Example #1彼は父親よりさらに背が高い。hintromajiEnglishかれはちちおやよりさらにせがたかい。kare wa chichioya yori sara ni se ga takai.He is even taller than his father.,"Example #2いらっしゃい！いらっしゃい！今日はいつもよりさらにお安くなっていますよ！hintromajiEnglishいらっしゃい！いらっしゃい！きょうはいつもよりさらにおやすくなっていますよ！irasshai! irasshai! kyou wa itsumo yori sara ni oyasuku natte imasu yo!Welcome, welcome! Today everything is even cheaper than usual!",https://jlptsensei.com/learn-japanese-grammar/%e3%81%95%e3%82%89%e3%81%ab-sara-ni-meaning/
sate,さて,"Learn Japanese grammar: (sate). Meaning: conjunction: well; now; then ~. This can be used twice to become さてさて (sate sate), which can have the same...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>さて</td><td>clause</td></tr></tbody></table>",Example #1さてどうしよう。hintromajiEnglishさてどうしよう。sate dou shiyou.What shall I do now?,Example #2さてクイズの時間です。hintromajiEnglishさてクイズのじかんです。sate kuizu no jikan desu.Now it's time for a quiz.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%95%e3%81%a6-sate-meaning/
sei de,せいで,"Learn Japanese grammar: (sei). Meaning: because of; due to; as a result of ~. This is mostly used to express a negative result, but it...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""3"">せい（で/に)</td></tr><tr><td>Noun + の</td></tr><tr><td>Adjective</td></tr></tbody></table>","Example #1さっきコーヒーを飲んだせいで、なかなか寝られません。hintromajiEnglishさっきコーヒーをのんだせいで、なかなかねられません。sakki koohii o nonda sei de, nakanaka neraremasen.Because I drank coffee a little while ago, I can't seem to fall asleep.",Example #2頭が痛い。疲れたせいかな。hintromajiEnglishあたまがいたい。つかれたせいかな。atama ga itai. tsukareta sei kana.My head hurts. Maybe it's because I am tired..,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9b%e3%81%84%e3%81%a7-sei-de-meaning/
seizei,せいぜい,Learn Japanese grammar: (seizei). Meaning: at the most; at best; to the utmost.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td rowspan=""2"">せいぜい</td><td>Noun (period of time)</td></tr><tr><td>Verb</td></tr></tbody></table>",Example #1せいぜい頑張ろうね！hintromajiEnglishせいぜいがんばろうね！seizei ganbarou ne!Let's give it our all!,Example #2せいぜい楽しんで行ってください。hintromajiEnglishせいぜいたのしんでいってください。seizei tanoshinde itte kudasai.Enjoy yourself to the fullest!,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9b%e3%81%84%e3%81%9c%e3%81%84-seizei-meaning/
shibaraku,しばらく,Learn Japanese grammar: (shibaraku). Meaning: for a moment; for a while; for the time being; for now. More advanced kanji form: 暫く (shibaraku).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>しばらく</td><td>clause</td></tr></tbody></table>",Example #1しばらくここで待てください。hintromajiEnglishしばらくここでまてください。shibaraku koko de mate kudasai.Please wait here for a while.,"Example #2こんにちは。しばらくですね！hintromajiEnglishこんにちは。しばらくですね！konnichiwa. shibaraku desu ne!Hello, it's been a while!",https://jlptsensei.com/learn-japanese-grammar/%e3%81%97%e3%81%b0%e3%82%89%e3%81%8f-shibaraku-meaning/
